PROGRAM NUMBER,PROGRAM NAME,STREET ADDRESS,CITY,STATE,ZIP CODE,COUNTY,PHONE,EMAIL,PROGRAM TYPE,SUTQ RATING,LICENSE/CERTIFICATION/REGISTRATION BEGIN DATE,LICENSE/CERTIFICATION/REGISTRATION END DATE,ADMINISTRATOR 1 NAME,ADMINISTRATOR 2 NAME,ADMINISTRATOR 3 NAME,PFCC AGREEMENT
985710375,"ABREU, MILAGROS",1596 COVINA DR,COLUMBUS,OH,43228,FRANKLIN,614-279-6057,abreumilagros94@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2230029166,"ABSOLUTELY LOVED LEARNING CENTER, LLC",1200 W. CHESTNUT STREET,MOUNT VERNON,OH,43050,KNOX,740-397-2690,allcdana@outlook.com,Licensed Child Care Center,3,2024-02-01,,Dana Zeigler,,,Y
106597,ABSORBENT MINDS MONTESSORI SCHOOL,4460 STOW ROAD,STOW,OH,44224,SUMMIT,330-922-8299,brandy@thesmarterkids.com,Licensed Child Care Center,0,2007-09-05,,KELLY ANDAMASARIS,,,N
2250032085,ABUELA RI'S CHILD CARE,2617 EAST 40TH,CLEVELAND,OH,44115,CUYAHOGA,216-417-0166,myarccc@yahoo.com,Licensed Child Care Center,0,2025-07-08,2026-07-07,Sher'RiMarie Harris,,,Y
303925,ABUNDANT LIVING CHILD CARE CENTER,3874 COLUMBIA RD,NORTH OLMSTED,OH,44070,CUYAHOGA,440-777-5499,alccchristianschool@gmail.com,Licensed Child Care Center,0,1992-04-27,,CYNTHIA MCGOUGH,,,N
932669081,"ABURISH, RANA",8309 MONROE AVE,CINCINNATI,OH,45236,HAMILTON,513-208-1082,ranaaburish@hotmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
1000019179,ACADEMY FOR MULTILINGUAL IMMERSION STUDIES,1908 SEYMOUR AVE,CINCINNATI,OH,45237,HAMILTON,513-363-1800,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
406113,ACADEMY KIDS LEARNING CENTER,289 WOODLAND AVE,COLUMBUS,OH,43203,FRANKLIN,614-258-5437,academykidslearningcenter@hotmail.com,Licensed Child Care Center,1,1998-04-05,,LINGYI WANG,ANNETTE HOWELL,,Y
2230028191,ACADEMY OF FUTURE SCHOLARS LLC.,734 COPLEY ROAD,AKRON,OH,44320,SUMMIT,234-252-1824,academyofuturescholars1@gmail.com,Licensed Child Care Center,1,2023-07-21,,Diana Melton,Marion Anderson,,Y
1000019590,ACADEMY OF ST BARTHOLOMEW,14875 BAGLEY RD,CLEVELAND,OH,44130,CUYAHOGA,440-845-6660,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000018829,ACADEMY OF WORLD LANGUAGES SCHOOL,2030 FAIRFAX AVE,CINCINNATI,OH,45207,HAMILTON,513-363-7800,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
308768,ACADEMY OF YOUNG MINDS EAST,685 BRIARTHORN  CRESCENT DR,WADSWORTH,OH,44281,MEDINA,330-334-9400,aoymeast@aol.com,Licensed Child Care Center,1,2011-01-03,,Charlotte Hoffman,,,Y
306046,"ACADEMY OF YOUNG MINDS, INC.",311 WEATHERSTONE DRIVE,WADSWORTH,OH,44281,MEDINA,330-336-6000,kthffmn@hotmail.com,Licensed Child Care Center,1,2003-06-04,,KATIE HOFFMAN,,,Y
401200,ACADEMYONE CHILDCARE & PRESCHOOL,5893 PRESERVE BLVD,NEW ALBANY,OH,43054,FRANKLIN,614-775-5055,owner@academyonenewalbany.com,Licensed Child Care Center,3,2016-09-19,,Bojana Simic,Kimberly Lynn,,Y
300723,ACCAA EDGEWOOD HEAD START,2428 BLAKE ROAD,ASHTABULA,OH,44004,ASHTABULA,440-228-4865,aroskelly@accaa.org,Licensed Child Care Center,3,2015-08-19,,Tranika Cruz,,,N
300836,ACCAA HEAD START - GRAND VALLEY,111 GRAND VALLEY AVENUE,ORWELL,OH,44076,ASHTABULA,440-437-6260,aroskelly@accaa.org,Licensed Child Care Center,3,2013-01-28,,Sarah Ritchie,Karen Fletcher-Roth,,N
300457,ACCAA HEAD START CORK ELEMENTARY SCHOOL,341 STATE ROUTE 534,GENEVA,OH,44041,ASHTABULA,440-466-4831,aroskelly@accaa.org,Licensed Child Care Center,3,2013-08-12,,Darline McGee,Constance Johnston,,N
300466,ACCAA ONTARIO PRIMARY SCHOOL HEAD START,2302 WADE AVENUE,ASHTABULA,OH,44004,ASHTABULA,440-992-1257,aroskelly@accaa.org,Licensed Child Care Center,3,2013-08-27,,Karen Fletcher-Roth,Tracy Drews,,N
300837,ACCAA/ACHST A-TECH-JEFFERSON,"1565 STATE ROUTE 167, B BLDG.",JEFFERSON,OH,44047,ASHTABULA,440-576-1998,aroskelly@accaa.org,Licensed Child Care Center,3,2014-09-02,,Stephanie Luke,,,N
300611,ACCAA/ACHST/EHS-COLLINS,104 W. 45TH STREET,ASHTABULA,OH,44004,ASHTABULA,440-993-7716,aroskelly@accaa.org,Licensed Child Care Center,3,2014-09-02,,Heidi Lesperance,Jessica Gray,,N
1180018180,ACESC PRESCHOOL,2428 BLAKE RD,ASHTABULA,OH,44004,ASHTABULA,,test@oclqs.org,Licensed School-Based Preschool,3,2018-08-30,,,,,N
302514,ACORN CHILDCARE CENTER,37800 FRENCH CREEK RD,AVON,OH,44011,LORAIN,440-934-5709,dmontanez@avonoaks.net,Licensed Child Care Center,0,1985-08-27,,Ashley Graver,,,Y
1000020997,ADA VILLAGE PRESCHOOL,725 W NORTH AVE,ADA,OH,45810,HARDIN,419-772-4325,test@oclqs.org,Licensed School-Based Preschool,3,2016-08-12,,,,,N
2240031305,ADAMA'S CHILD CARE,68 INAH AVE,COLUMBUS,OH,43228,FRANKLIN,614-599-6680,mariamakaba2030@gmail.com,Licensed Type B Family Child Care Home,0,2025-08-07,2026-08-06,,,,Y
408811,ADAMS LANE HEAD START,1580 ADAMS LANE,ZANESVILLE,OH,43701,MUSKINGUM,740-454-6251,hmarsh@ccri.org,Licensed Child Care Center,3,2002-09-01,,Kaylynn Knipe,,,N
912608402,"ADAMS, CRYSTAL",1355 DOUGLAS,YOUNGSTOWN,OH,44502,MAHONING,330-782-5349,crystalda84@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
1190020471,ADAMSVILLE ELEMENTARY SCHOOL,7950 EAST ST,ADAMSVILLE,OH,43802,MUSKINGUM,,test@oclqs.org,Licensed School-Based Preschool,0,2019-08-28,,,,,N
1000020704,ADDAVILLE ELEMENTARY SCHOOL,1333 BRICK SCHOOL RD,GALLIPOLIS,OH,45631,GALLIA,740-367-7283,test@oclqs.org,Licensed School-Based Preschool,3,2015-09-02,,,,,N
1210025274,ADDAVILLE ELEMENTARY SCHOOL,1333 BRICK SCHOOL RD,GALLIPOLIS,OH,45631,GALLIA,,gl_rhalley@gallialocal.org,Licensed School-Age Child Care,0,2021-10-18,,,,,Y
1000017749,ADENA ELEMENTARY SCHOOL,3367 COUNTY ROAD 550,FRANKFORT,OH,45628,ROSS,740-998-5293,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2250032332,ADEYINKA ADIGUN,862 FIFE AVENUE,WILMINGTON,OH,45177,CLINTON,513-439-9091,adigunadeyinka70@gmail.com,Licensed Type B Family Child Care Home,0,2025-08-13,2026-08-12,,,,Y
2240031205,ADIBA AWAWADA,7491 PLEASANT HILL DR,CLEVELAND,OH,44111,CUYAHOGA,216-394-7055,sederfamily2024@gmail.com,Certified In Home Aide,0,2025-04-14,,,,,Y
2210025435,ADJA'S HAPPY FEET DAYCARE,1624 FIRST AVENUE,CINCINNATI,OH,45205,HAMILTON,513-592-0889,adjak1602@gmail.com,Licensed Type B Family Child Care Home,0,2021-12-22,,,,,Y
1000018748,ADLAI STEVENSON SCHOOL,18300 WODA,CLEVELAND,OH,44122,CUYAHOGA,216-482-2950,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1180017934,ADMIRAL KING ELEMENTARY SCHOOL,720 WASHINGTON AVE,LORAIN,OH,44052,LORAIN,440-830-4026,test@oclqs.org,Licensed School-Based Preschool,3,2018-08-17,,,,,N
923496170,ADORABLE ONES CHILDCARE LLC,19317 MILAN,MAPLE HTS.,OH,44137,CUYAHOGA,216-375-0020,adorableoneschildcare@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2240031047,ADVANCED LEARNING CENTER,1440 HEMPWOOD DR,COLUMBUS,OH,43229,FRANKLIN,614-505-0271,advancedlearningcenter4@gmail.com,Licensed Child Care Center,0,2024-12-31,,,,,N
2250032922,ADVANCING MINDS LEARNING CENTER,11 TRIANGLE PARK DR,CINCINNATI,OH,45246,HAMILTON,513-537-4070,advancingmindslearning@gmail.com,Licensed Child Care Center,0,2025-12-14,2026-12-13,Tameka Olieh,,,Y
2220026402,ADVANTAGE EARLY LEARNING ACADEMY,496 HAVENS CORNERS RD,GAHANNA,OH,43230,FRANKLIN,614-471-1523,contactus@advantage-ela.com,Licensed Child Care Center,3,2022-12-12,,Gilladria Brown,Marissa Abbott,,Y
2230027685,ADVANTAGE EARLY LEARNING ACADEMY,233 W CHURCH STREET B,MARION,OH,43302,MARION,740-914-2355,mabbott@advantage-ela.com,Licensed Child Care Center,2,2023-05-15,,Jordan Whitehead,Katelynn Paden-Banks,Jennifer Gibson,Y
2240029793,ADVANTAGE EARLY LEARNING ACADEMY - PL,1105 OWENS ROAD W,MARION,OH,43302,MARION,740-721-3382,contactus@advantage-ela.com,Licensed Child Care Center,3,2024-08-01,,Jordan Whitehead,Marissa Abbott,,Y
2200023288,ADVANTAGE EARLY LEARNING ACADEMY MV,398 DAMASCUS RD,MARYSVILLE,OH,43040,UNION,937-642-4300,contactus@advantage-ela.com,Licensed Child Care Center,1,2021-01-22,,Courtney Young,,,Y
909820874,ADVENTURE AND GROW,866 ALHAMBRA RD.,CLEVELAND,OH,44110,CUYAHOGA,216-507-0736,sharlene.chalk@yahoo.com,Licensed Type B Family Child Care Home,2,2016-08-12,,,,,Y
2250031588,ADVENTURE AVENUE CHILDCARE CENTER,25461 EUCLID AVENUE,EUCLID,OH,44117,CUYAHOGA,216-600-5123,mikalahsanders@myyahoo.com,Licensed Child Care Center,0,2025-04-21,2026-04-20,Mikalah Starks,Bridgette Sanders,,Y
2230027876,ADVENTURE CAMP AT CAMP BERRY,11716 COUNTY RD 40,FINDLAY,OH,45840,HANCOCK,567-226-4967,marc.kogan@scouting.org,Registered Day Camp or Approved Day Camp,0,2026-02-12,,,,,N
104134,ADVENTURE PLACE CHILD DEVELOPMENT CENTER,1516 EDISON ST. NW,UNIONTOWN,OH,44685,STARK,330-877-0418,adventurepla@adventuniontown.org,Licensed Child Care Center,3,1997-08-04,,SARAH KANTORIK,,,Y
1000019928,AELC SCHOOL,3075 STONEY RIDGE RD,AVON,OH,44011,LORAIN,440-324-5777,test@oclqs.org,Licensed School-Based Preschool,3,2014-08-20,,,,,N
2170014522,AGAPE ACADEMY,4519 CEMETERY RD,HILLIARD,OH,43026,FRANKLIN,614-219-1527,tasoh18@gmail.com,Licensed Child Care Center,3,2017-08-14,,Priscillia James-Lee,,,Y
203876,AGAPE CHILDREN'S CENTER,1060 SMILEY AVE,CINCINNATI,OH,45240,HAMILTON,513-674-2323,cmcphee@dayspringcincy.org,Licensed Child Care Center,3,1994-03-01,,Gwendylan McPhee,,,Y
2180019166,AGAPE LIFE CHRISTIAN ACADEMY,6389 BLACKLICK-EASTERN RD,PICKERINGTON,OH,43147,FAIRFIELD,614-837-2780,michelle@agapelifechristianacademy.org,Licensed Child Care Center,0,2019-01-21,,Michelle Cherryhomes,,,N
303315,AGAPELAND - CHURCH OF THE NAZARENE,34950 LAKESHORE BLVD,EASTLAKE,OH,44094,LAKE,440-946-7712,colleen@willo-lake.org,Licensed Child Care Center,0,1989-08-09,,COLLEEN OVERLY,,,N
2250032662,AGELESS LIVING CHILD CARE LLC,3092 CONNEAUT CT.,COLUMBUS,OH,43224,FRANKLIN,614-264-8209,pecola.brown@outlook.com,Licensed Type B Family Child Care Home,0,2025-12-05,2026-12-04,,,,Y
300786,AGEZ AND STAGEZ INC DBA BLUEPRINTS TO FOOTPRINTS,87 NORTHFIELD ROAD,BEDFORD,OH,44146,CUYAHOGA,440-252-7466,agezandstagez@hotmail.com,Licensed Child Care Center,3,2008-03-10,,JO SLAUGHTER,,,Y
411097,AGORA'S LITTLE GEMS EARLY LEARNING & CHILDCARE,400 W. BROAD ST,COLUMBUS,OH,43215,FRANKLIN,614-469-0509,littlegems@agoraministries.org,Licensed Child Care Center,3,2010-03-22,,REBECCA J BARTHOLOMEW,,,Y
968151194,"AHMAD, LA'TASHA R",380 BLAIRWOOD DRIVE,TROTWOOD,OH,45426,MONTGOMERY,937-248-3658,ltsahm12@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
401263,AJ'S LEARNING CENTER,1704 SCHROCK,COLUMBUS,OH,43229,FRANKLIN,614-891-1900,ajzone2016@yahoo.com,Licensed Child Care Center,1,2016-11-28,,Keisha Jackson,AYAN ISMAIL,,Y
2250032854,AKCHEILA & THE BEE'S,2022 HOLT AVE,COLUMBUS,OH,43219,FRANKLIN,220-208-8020,akcheila@yahoo.com,Licensed Type B Family Child Care Home,0,2026-01-14,2027-01-13,,,,Y
990026129,"AKINS, VEN'SHAY",403 MORRVUE DR,CINCINNATI,OH,45238,HAMILTON,513-550-6168,venshaya@gmail.com,Licensed Type B Family Child Care Home,0,2016-12-30,,,,,Y
1000019652,AKRON MONTESSORI,3882 BYWOOD AVE,FAIRLAWN,OH,44333,SUMMIT,330-666-4299,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000020046,AL IHSAN PRESCHOOL,6055 W 130TH ST,PARMA,OH,44130,CUYAHOGA,216-676-5006,test@oclqs.org,Licensed School-Based Preschool,1,2012-10-10,,,,,N
2220027318,AL MAHDI ACADEMY,6004 HILL AVE,TOLEDO,OH,43615,LUCAS,419-410-2069,almahdiacademytoledo@gmail.com,Licensed Child Care Center,0,2023-08-01,,Reem Nawras,,,Y
2170014296,ALBA'S DAYCARE,3716 WOODBRIDGE AVENUE,CLEVELAND,OH,44109,CUYAHOGA,216-798-0590,albaespinal12@gmail.com,Licensed Type B Family Child Care Home,0,2017-02-23,,,,,Y
1190019902,ALBERT BUSHNELL HART,3900 E 75TH ST,CLEVELAND,OH,44105,CUYAHOGA,,test@oclqs.org,Licensed School-Based Preschool,3,2019-08-12,,,,,Y
986676749,"ALBORES, REINA",3318 WEST 33RD STREET,CLEVELAND,OH,44109,CUYAHOGA,216-785-6750,rnalbores1@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
930671627,"ALDRED, KELLY",534 OAKLAWN AVE,FREMONT,OH,43420,SANDUSKY,419-334-7884,kellyaldred@sbcglobal.net,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2210024747,ALETHA MARIE'S KIDS,2204 7TH ST. NE,CANTON,OH,44704,STARK,330-575-8302,dennyaletha68@yahoo.com,Licensed Type B Family Child Care Home,1,2021-07-22,,,,,Y
1000018159,ALEXANDER ELEMENTARY SCHOOL,6105 SCHOOL ROAD,ALBANY,OH,45710,ATHENS,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000019144,ALEXANDER SCHOOL,6105 SCHOOL RD,ALBANY,OH,45710,ATHENS,740-698-8831,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018730,ALEXANDRIA MONTESSORI,175 E FRANKLIN ST,CENTERVILLE,OH,45459,MONTGOMERY,937-435-5392,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2250031953,ALEX'S BUTTERFLY CHILDCARE,3015 GILBERT AVE,CINCINNATI,OH,45206,HAMILTON,513-473-4071,beautifulcarebutterfly@gmail.com,Licensed Child Care Center,0,2025-08-20,2026-08-19,,,,Y
996374863,"ALGEE, RASHAWN D",4624 E 162 ST,CLEVELAND,OH,44128,CUYAHOGA,216-536-2063,fordray@sbcglobal.net,Licensed Type B Family Child Care Home,3,2014-01-01,,,,,Y
903114437,ALGENA LOMAX,8329 GARFIELD BLVD,CLEVELAND,OH,44125,CUYAHOGA,216-313-7731,ladyalgena@yahoo.com,Licensed Type B Family Child Care Home,3,2015-08-18,,,,,Y
940261269,"ALI, FAHIMA A",3264 BOYLESTON BLVD,COLUMBUS,OH,43224,FRANKLIN,614-260-5994,gaabocali@hotmail.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
951859564,ALISHA DAVIS,2718 LAFEUILLE CIRCLE #6,CINCINNNATI,OH,45211,HAMILTON,513-399-1930,alisha.r.davis85@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2220026314,"ALL 4 KIDS 2, LLC",6520 PILLIOD RD,HOLLAND,OH,43528,LUCAS,419-450-3805,all4kidsece2@gmail.com,Licensed Child Care Center,3,2022-07-07,,CAMILLE HARRIS,,,Y
500156,"ALL 4 KIDS, LLC",330 OAK TERRACE BLVD,HOLLAND,OH,43528,LUCAS,419-866-5437,all4kidsece@aol.com,Licensed Child Care Center,3,2012-10-11,,CAMILLE HARRIS,Tonisha Anderson,,Y
2190020507,"ALL 4 YOU CHILD DEVELOPMENT CENTER, LLC","1007 S. MCCORD #14, 15, 16",HOLLAND,OH,43528,LUCAS,567-742-7330,all4youchilddevelopmentcenter@gmail.com,Licensed Child Care Center,3,2019-11-19,,Michelle Waites,,,Y
2190019480,ALL ABOUT CHILDREN,77 HAVENS LANE,WAVERLY,OH,45690,PIKE,740-947-4620,allaboutchildren_2011@yahoo.com,Licensed Child Care Center,1,2019-05-20,,Donna Dutcher,Amanda Dutcher,,Y
100150,ALL ABOUT KIDS,6199 FRANK AVE. NW,NORTH CANTON,OH,44720,STARK,330-494-8700,allaboutkids330@gmail.com,Licensed Child Care Center,1,2012-08-29,,Jamie Lamantia,,,Y
200060,ALL ABOUT KIDS AT WARDS CORNER,520 WARDS CORNER,LOVELAND,OH,45140,CLERMONT,513-583-8900,kmorgan@allaboutkidslc.com,Licensed Child Care Center,0,2010-12-22,,KELLY MORGAN,,,Y
206387,ALL ABOUT KIDS CHILD CARE & LEARNING CENTER,7015 YANKEE RD,LIBERTY TWP,OH,45044,BUTLER,513-463-0222,theger@allaboutkidslc.com,Licensed Child Care Center,0,2005-08-02,,Tobi Heger,,,Y
207299,ALL ABOUT KIDS CHILDCARE & LEARNING CENTER,3759 WEST FORK RD,GREEN TWNSHIP,OH,45247,HAMILTON,513-661-3500,jbanks@aakwestfork.com,Licensed Child Care Center,0,2008-09-26,,CARLY OBORN,JOLENE BANKS,,N
200350,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,1300 WEST SOCIAL ROW ROAD,CENTERVILLE,OH,45458,MONTGOMERY,937-885-7480,lrizzo@allaboutkidslc.com,Licensed Child Care Center,1,2012-08-20,,Lisa Rizzo,,,Y
200540,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,5779 FILVIEW CIRCLE,CINCINNATI,OH,45248,HAMILTON,513-574-4800,filview@allboutkidslc.com,Licensed Child Care Center,0,2013-09-24,,CARLY OBORN,KELLI BANKS,,N
200156,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,7633 FIVE MILE RD.,CINCINNATI,OH,45230,HAMILTON,513-231-0891,anderson@allaboutkidslc.com,Licensed Child Care Center,0,2011-07-20,,Cindy Whisman,,,Y
207817,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,11210 MONTGOMERY RD,CINCINNATI,OH,45249,HAMILTON,513-489-5437,ashley.fairbanks@allaboutkidsofmontgomery.com,Licensed Child Care Center,0,2009-12-22,,Ciera Clarke,,,Y
200251,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,5920 REIGART ROAD,HAMILTON,OH,45011,BUTLER,513-737-5585,fairfield@allaboutkidslc.com,Licensed Child Care Center,1,2011-12-20,,Whitney Sullivan,,,Y
2170014676,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,4850 EDWARDS FARMS ROAD,HILLIARD,OH,43026,FRANKLIN,614-876-8750,hilliard@allaboutkidslc.com,Licensed Child Care Center,0,2017-07-17,,Savanah Fry,,,Y
400867,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,255 GREEN MEADOWS DR. S,LEWIS CENTER,OH,43035,DELAWARE,614-505-3399,lewiscenter@allaboutkidslc.com,Licensed Child Care Center,0,2015-05-21,,Rebecca Ressler,,,N
2230028601,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,5250 COURSEVIEW DRIVE,MASON,OH,45040,WARREN,513-229-7824,kingsmills@allaboutkidslc.com,Licensed Child Care Center,0,2024-03-27,,Brittany Miller,,,Y
201413,ALL ABOUT KIDS CHILDCARE AND LEARNING CENTER,6060 RADIO WAY,MASON,OH,45040,WARREN,513-486-1870,mason@allaboutkidslc.com,Licensed Child Care Center,0,2016-11-16,,CARLEY JAEGER,,,N
2190019533,ALL ABOUT KIDS OAKLEY,4502 MARBURG AVENUE,CINCINNATI,OH,45209,HAMILTON,513-631-5437,jeni.langenecker@allaboutkidsofoakley.com,Licensed Child Care Center,0,2019-07-08,,Jeni Langenecker,,,Y
100255,ALL ABOUT KIDS PRESCHOOL,3285 CLEVELAND MASSILLON RD.,NORTON,OH,44203,SUMMIT,330-607-8839,aakpreschool@live.com,Licensed Child Care Center,0,2012-01-26,,JULIE STAIGER,,,Y
300518,ALL ABOUT THE CHILDREN CHILDCARE,18211 EUCLID AVE,CLEVELAND,OH,44112,CUYAHOGA,216-481-4411,rogersshanti@gmail.com,Licensed Child Care Center,1,2013-12-30,,Shanti Rogers,,,Y
2170015871,ALL ABOUT THE KIDS ACADEMY,435 GRISWOLD RD,ELYRIA,OH,44035,LORAIN,440-731-8889,allaboutkids635@gmail.com,Licensed Child Care Center,1,2017-09-18,,Deborah Ortega,Deana Morales-Hajali,,Y
504192,"ALL ABOUT THE KIDS LEARNING CENTER, LLC",520 ORDWAY AVE,BOWLING GREEN,OH,43402,WOOD,419-353-3898,allaboutthekids@dacor.net,Licensed Child Care Center,0,2009-05-14,,ERICA SLEEK,,,N
307575,ALL AROUND CHILDREN - BEDFORD HEIGHTS,23840 AURORA RD,BEDFORD HTS,OH,44146,CUYAHOGA,440-786-9806,bedford@allaroundchildren.com,Licensed Child Care Center,3,2008-02-14,,Cricket Fairbarin,Kalessa Edgerson,,Y
100250,ALL AROUND CHILDREN - CANTON,2701 MARET STREET,CANTON,OH,44705,STARK,330-453-3000,canton@allaroundchildren.com,Licensed Child Care Center,2,2014-07-14,,Marissa Sneed,,,Y
2180018781,ALL AROUND CHILDREN - E55,3271 EAST 55TH ST,CLEVELAND,OH,44127,CUYAHOGA,216-441-1941,e55@allaroundchildren.com,Licensed Child Care Center,1,2019-03-22,,Lorena Harris,,,Y
300683,ALL AROUND CHILDREN - MIDDLEFIELD,16000 E HIGH ST,MIDDLEFIELD,OH,44062,GEAUGA,440-632-0222,middlefield@allaroundchildren.com,Licensed Child Care Center,3,2015-06-17,,Ashley Dean,,,Y
305803,ALL AROUND CHILDREN - OAKFIELD,3520 E 120TH STREET,CLEVELAND,OH,44105,CUYAHOGA,216-561-2446,oakfield@allaroundchildren.com,Licensed Child Care Center,3,2002-06-04,,Jasmine McClain,,,Y
100075,ALL AROUND CHILDREN - STOW,4117 BRIDGEWATER PKWY,STOW,OH,44224,SUMMIT,330-928-1444,stow@allaroundchildren.com,Licensed Child Care Center,3,2011-07-01,,Jennifer Winston,,,Y
300889,ALL AROUND CHILDREN - STRONGSVILLE,13895 PEARL ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,440-268-8330,strongsville@allaroundchildren.com,Licensed Child Care Center,0,2016-12-07,,Christina Stone,,,N
308741,ALL AROUND CHILDREN - WOODLAND,7115 WOODLAND AVE,CLEVELAND,OH,44104,CUYAHOGA,216-713-0444,woodland@allaroundchildren.com,Licensed Child Care Center,3,2010-04-05,,DeQuinte Anderson,,,Y
2200022080,ALL COLOR RAINBOW CHILD CARE CENTER,3814 GERMAINE AVE.,CLEVELAND,OH,44109,CUYAHOGA,216-336-7188,lily.diazcareproviders@gmail.com,Licensed Type B Family Child Care Home,3,2020-10-27,,,,,N
406982,ALL FOR KIDS INC.,1405 EAST WHEELING AVENUE,CAMBRIDGE,OH,43725,GUERNSEY,740-435-8050,browniedink@aol.com,Licensed Child Care Center,3,2001-08-07,,LISA BROWN,,,Y
2220026198,ALL GOD'S CHILDREN DAYCARE CENTER LLC,1990 COUNTY ROAD 5,DELTA,OH,43515,FULTON,419-822-5344,agcdaycarellc@gmail.com,Licensed Child Care Center,1,2022-06-23,,Amanda Welch,,,Y
400520,"ALL IN A DAY CHILDCARE CENTER, LLC",4420 REFUGEE ROAD,COLUMBUS,OH,43232,FRANKLIN,614-866-7623,danabrown@aiadcc.com,Licensed Child Care Center,1,2013-05-03,,DANA NORWOOD-BROWN,,,Y
2230029266,ALL KIDS MATTER CHILDCARE,1543 FREBIS AVE,COLUMBUS,OH,43206,FRANKLIN,614-500-3474,allkidsmatterchildcare@gmail.com,Licensed Child Care Center,0,2025-01-10,,shaquel lindsay,,,Y
2210025464,ALL MY ANGELS,657 PROSPECT AVE,LIMA,OH,45804,ALLEN,785-761-6140,ms.keesharyei@gmail.com,Licensed Type A Family Child Care Home,1,2022-02-14,,,,,N
959263986,ALL MY LOVE & CARE CHILD CARE,3706 GRIDLEY RD,SHAKER HTS,OH,44122,CUYAHOGA,216-860-5069,allmyloveandcare3@gmail.com,Licensed Type B Family Child Care Home,1,2015-12-30,,,,,Y
2200022001,ALL NESTLED INN FCC,142 TOWNSHIP ROAD  158,CHESAPEAKE,OH,45619,LAWRENCE,304-416-3387,allnestledinn2020@gmail.com,Licensed Type A Family Child Care Home,3,2020-08-28,,,,,Y
2170016402,ALL RILEY'S CARE,809 PEDRETTI AVE,CINCINNATI,OH,45238,HAMILTON,513-413-5410,allrileycare@gmail.com,Licensed Type B Family Child Care Home,0,2018-03-20,,,,,Y
403696,ALL SAINTS  PRESCHOOL,6770 N HIGH ST,WORTHINGTON,OH,43085,FRANKLIN,614-846-6080,suzye@saintsonhigh.org,Licensed Child Care Center,0,1991-08-27,,Susan Eakin,,,N
1000019216,ALL SAINTS ACADEMY,2855 E LIVINGSTON AVE,COLUMBUS,OH,43209,FRANKLIN,,lmiller@cdeducation.org,Licensed School-Based Preschool,2,2011-09-24,,,,,Y
1000018571,ALL SAINTS CATHOLIC,630 LIME CITY RD,ROSSFORD,OH,43460,WOOD,419-661-2070,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000018884,ALL SAINTS SCHOOL,28702 EUCLID AVE,WICKLIFFE,OH,44092,LAKE,440-943-1395,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2260033336,ALL SPORTS CAMP,8750 JANE ST. NW,MASSILLON,OH,44646,STARK,330-209-1312,kfinefrock11@gmail.com,Registered Day Camp or Approved Day Camp,0,2026-02-15,,,,,N
2260033249,ALL SPORTS CAMP,1800 STEESE RD.,NORTH CANTON,OH,44720,STARK,330-209-1312,kfinefrock11@gmail.com,Registered Day Camp or Approved Day Camp,0,2026-01-30,,,,,N
2260033337,ALL SPORTS CAMP,2225 EAST MAPLE ST.,NORTH CANTON,OH,44720,STARK,330-209-1312,kfinefrock11@gmail.com,Registered Day Camp or Approved Day Camp,0,2026-02-15,,,,,N
